586,2019-05-22,Blaze,Highlanders
587,2019-05-22,Pilgrims,Reds
588,2019-05-22,Bandits,Whales
589,2019-05-22,Athletics,Browns
590,2019-05-22,Colt .45s,Pilots
591,2019-05-23,Indians,Yellow Jackets
592,2019-05-23,Expos,Grays
593,2019-05-23,Knights,Mudhens
594,2019-05-23,Captains,Gypsies
595,2019-05-23,Stars,Firebirds
596,2019-05-23,River Dogs,Twins
597,2019-05-23,Blaze,Highlanders
598,2019-05-23,Pilgrims,Reds
599,2019-05-23,Bandits,Whales
600,2019-05-23,Athletics,Browns
601,2019-05-23,Colt .45s,Pilots
602,2019-05-24,Indians,Yellow Jackets
603,2019-05-24,Expos,Grays
604,2019-05-24,Knights,Mudhens
605,2019-05-24,Captains,Gypsies
606,2019-05-24,Stars,Firebirds
607,2019-05-24,River Dogs,Twins
608,2019-05-24,Blaze,Highlanders
609,2019-05-24,Pilgrims,Reds
610,2019-05-24,Bandits,Whales
611,2019-05-24,Athletics,Browns
612,2019-05-24,Colt .45s,Pilots
613,2019-05-25,Stars,Yellow Jackets
614,2019-05-25,Athletics,Pilots
615,2019-05-25,Mudhens,Expos
616,2019-05-25,Indians,Browns
617,2019-05-25,Reds,Bandits
618,2019-05-25,Knights,Grays
619,2019-05-25,Highlanders,Pelicans
620,2019-05-25,Pilgrims,Firebirds
621,2019-05-25,Whales,Colt .45s
622,2019-05-25,Gypsies,Blaze
623,2019-05-25,Captains,Twins
624,2019-05-25,River Dogs,Monarchs
625,2019-05-26,Stars,Yellow Jackets
626,2019-05-26,Athletics,Pilots
627,2019-05-26,Mudhens,Expos
628,2019-05-26,Indians,Browns
629,2019-05-26,Reds,Bandits
630,2019-05-26,Knights,Grays
631,2019-05-26,Highlanders,Pelicans
632,2019-05-26,Pilgrims,Firebirds
633,2019-05-26,Whales,Colt .45s
634,2019-05-26,Gypsies,Blaze
635,2019-05-26,Captains,Twins
636,2019-05-26,River Dogs,Monarchs
637,2019-05-27,Stars,Yellow Jackets
638,2019-05-27,Athletics,Pilots
639,2019-05-27,Mudhens,Expos
640,2019-05-27,Indians,Browns
641,2019-05-27,Reds,Bandits
642,2019-05-27,Knights,Grays
643,2019-05-27,Highlanders,Pelicans
644,2019-05-27,Pilgrims,Firebirds
645,2019-05-27,Whales,Colt .45s
646,2019-05-27,Gypsies,Blaze
647,2019-05-27,Captains,Twins
648,2019-05-27,River Dogs,Monarchs
649,2019-05-28,Stars,Yellow Jackets
650,2019-05-28,Athletics,Pilots
651,2019-05-28,Mudhens,Expos
652,2019-05-28,Indians,Browns
653,2019-05-28,Reds,Bandits
654,2019-05-28,Knights,Grays
655,2019-05-28,Highlanders,Pelicans
656,2019-05-28,Pilgrims,Firebirds
657,2019-05-28,Whales,Colt .45s
658,2019-05-28,Gypsies,Blaze
659,2019-05-28,Captains,Twins
660,2019-05-28,River Dogs,Monarchs
661,2019-05-29,Captains,Monarchs
662,2019-05-29,Mudhens,River Dogs
663,2019-05-29,Bandits,Stars
664,2019-05-29,Yellow Jackets,Browns
665,2019-05-29,Twins,Highlanders
666,2019-05-29,Whales,Pilots
667,2019-05-29,Knights,Blaze
668,2019-05-29,Indians,Pilgrims
669,2019-05-29,Pelicans,Grays
670,2019-05-29,Firebirds,Reds
671,2019-05-29,Gypsies,Expos
672,2019-05-29,Athletics,Colt .45s
673,2019-05-30,Captains,Monarchs
674,2019-05-30,Mudhens,River Dogs
675,2019-05-30,Bandits,Stars
676,2019-05-30,Yellow Jackets,Browns
677,2019-05-30,Twins,Highlanders
678,2019-05-30,Whales,Pilots
679,2019-05-30,Knights,Blaze
680,2019-05-30,Indians,Pilgrims
681,2019-05-30,Pelicans,Grays
682,2019-05-30,Firebirds,Reds
683,2019-05-30,Gypsies,Expos
684,2019-05-30,Athletics,Colt .45s
685,2019-05-31,Captains,Monarchs
686,2019-05-31,Mudhens,River Dogs
687,2019-05-31,Bandits,Stars
688,2019-05-31,Yellow Jackets,Browns
689,2019-05-31,Twins,Highlanders
690,2019-05-31,Whales,Pilots
691,2019-05-31,Knights,Blaze
692,2019-05-31,Indians,Pilgrims
693,2019-05-31,Pelicans,Grays
694,2019-05-31,Firebirds,Reds
695,2019-05-31,Gypsies,Expos
696,2019-05-31,Athletics,Colt .45s
697,2019-06-04,Monarchs,Captains
698,2019-06-04,Indians,Whales
699,2019-06-04,Pelicans,River Dogs
700,2019-06-04,Gypsies,Grays
701,2019-06-04,Bandits,Yellow Jackets
702,2019-06-04,Firebirds,Browns
703,2019-06-04,Pilgrims,Pilots
704,2019-06-04,Knights,Mudhens
705,2019-06-04,Expos,Highlanders
706,2019-06-04,Athletics,Colt .45s
707,2019-06-04,Twins,Blaze
708,2019-06-04,Reds,Stars
709,2019-06-05,Monarchs,Captains
710,2019-06-05,Indians,Whales
711,2019-06-05,Pelicans,River Dogs
712,2019-06-05,Gypsies,Grays
713,2019-06-05,Bandits,Yellow Jackets
714,2019-06-05,Firebirds,Browns
715,2019-06-05,Pilgrims,Pilots
716,2019-06-05,Knights,Mudhens
717,2019-06-05,Expos,Highlanders
718,2019-06-05,Athletics,Colt .45s
719,2019-06-05,Twins,Blaze
720,2019-06-05,Reds,Stars
